concept,code,name,level,parent
nace_r2,G-S,Services (except activities of households as employers and extra-territorial organisations and bodies),0,NULL
nace_r2,G-S_X_O,"Services (except public administration, defense, compulsory social security, activities of households as employers and extra-territorial organisations and bodies)",0,NULL
nace_r2,G-S_X_O_S94,"Services (except public administration, defence, compulsory social security, activities of membership organisations, households as employers and extra-territorial organisations and bodies)",0,NULL
nace_r2,G-S_X_S94,Services (except activities of membership organisations),0,NULL
nace_r2,G-T,Services (except extra-territorial organisations and bodies),0,NULL
nace_r2,G-U,Services,0,NULL
nace_r2,G-U_HTC,High-technology services,0,NULL
nace_r2,G-U_ICT,ICT services,0,NULL
nace_r2,G-U_X_G4677,Services (except wholesale of waste and scrap),0,NULL
nace_r2,G-U_X_H,Services (except transportation and storage),0,NULL
nace_r2,G-U_X_H49-H51,Services (except land transport and transport via pipelines; water transport; air transport),0,NULL
nace_r2,G45,Wholesale and retail trade and repair of motor vehicles and motorcycles,2,G
nace_r2,G45-S951_X_K,"Services, without financial sector",0,NULL
nace_r2,G451,Sale of motor vehicles,3,G45
nace_r2,G4511,Sale of cars and light motor vehicles,4,G451
nace_r2,G4519,Sale of other motor vehicles,4,G451
nace_r2,G452,Maintenance and repair of motor vehicles,3,G45
nace_r2,G4520,Maintenance and repair of motor vehicles,4,G452
nace_r2,G453,Sale of motor vehicle parts and accessories,3,G45
nace_r2,G4531,Wholesale trade of motor vehicle parts and accessories,4,G453
nace_r2,G4532,Retail trade of motor vehicle parts and accessories,4,G453
nace_r2,G454,"Sale, maintenance and repair of motorcycles and related parts and accessories",3,G45
nace_r2,G4540,"Sale, maintenance and repair of motorcycles and related parts and accessories",4,G454
nace_r2,G45_X_G452,Sale of motor vehicles; sale and repair of motorcycles,0,NULL
nace_r2,G46,"Wholesale trade, except of motor vehicles and motorcycles",2,G
nace_r2,G46-M71_INN,Innovation core services activities (Com.Reg.1450/2004),0,NULL
nace_r2,G46-M73_INN,Services covered by CIS regulation,0,NULL
nace_r2,G461,Wholesale on a fee or contract basis,3,G46
nace_r2,G4611,"Agents involved in the sale of agricultural raw materials, live animals, textile raw materials and semi-finished goods",4,G461
nace_r2,G4612,"Agents involved in the sale of fuels, ores, metals and industrial chemicals",4,G461
nace_r2,G4613,Agents involved in the sale of timber and building materials,4,G461
nace_r2,G4614,"Agents involved in the sale of machinery, industrial equipment, ships and aircraft",4,G461
nace_r2,G4615,"Agents involved in the sale of furniture, household goods, hardware and ironmongery",4,G461
nace_r2,G4616,"Agents involved in the sale of textiles, clothing, fur, footwear and leather goods",4,G461
nace_r2,G4617,"Agents involved in the sale of food, beverages and tobacco",4,G461
nace_r2,G4618,Agents specialised in the sale of other particular products,4,G461
nace_r2,G4619,Agents involved in the sale of a variety of goods,4,G461
nace_r2,G462,Wholesale of agricultural raw materials and live animals,3,G46
nace_r2,G4621,"Wholesale of grain, unmanufactured tobacco, seeds and animal feeds",4,G462
nace_r2,G4622,Wholesale of flowers and plants,4,G462
nace_r2,G4623,Wholesale of live animals,4,G462
nace_r2,G4624,"Wholesale of hides, skins and leather",4,G462
nace_r2,G463,"Wholesale of food, beverages and tobacco",3,G46
nace_r2,G4631,Wholesale of fruit and vegetables,4,G463
nace_r2,G4632,Wholesale of meat and meat products,4,G463
nace_r2,G4633,"Wholesale of dairy products, eggs and edible oils and fats",4,G463
nace_r2,G4634,Wholesale of beverages,4,G463
nace_r2,G4635,Wholesale of tobacco products,4,G463
nace_r2,G4636,Wholesale of sugar and chocolate and sugar confectionery,4,G463
nace_r2,G4637,"Wholesale of coffee, tea, cocoa and spices",4,G463
nace_r2,G4638,"Wholesale of other food, including fish, crustaceans and molluscs",4,G463
nace_r2,G4639,"Non-specialised wholesale of food, beverages and tobacco",4,G463
nace_r2,G464,Wholesale of household goods,3,G46
nace_r2,G4641,Wholesale of textiles,4,G464
nace_r2,G4642,Wholesale of clothing and footwear,4,G464
nace_r2,G4643,Wholesale of electrical household appliances,4,G464
nace_r2,G4644,Wholesale of china and glassware and cleaning materials,4,G464
nace_r2,G4645,Wholesale of perfume and cosmetics,4,G464
nace_r2,G4646,Wholesale of pharmaceutical goods,4,G464
nace_r2,G4647,"Wholesale of furniture, carpets and lighting equipment",4,G464
nace_r2,G4648,Wholesale of watches and jewellery,4,G464
nace_r2,G4649,Wholesale of other household goods,4,G464
nace_r2,G465,Wholesale of information and communication equipment,3,G46
nace_r2,G4651,"Wholesale of computers, computer peripheral equipment and software",4,G465
nace_r2,G4652,Wholesale of electronic and telecommunications equipment and parts,4,G465
nace_r2,G466,"Wholesale of other machinery, equipment and supplies",3,G46
nace_r2,G4661,"Wholesale of agricultural machinery, equipment and supplies",4,G466
nace_r2,G4662,Wholesale of machine tools,4,G466
nace_r2,G4663,"Wholesale of mining, construction and civil engineering machinery",4,G466
nace_r2,G4664,Wholesale of machinery for the textile industry and of sewing and knitting machines,4,G466
nace_r2,G4665,Wholesale of office furniture,4,G466
nace_r2,G4666,Wholesale of other office machinery and equipment,4,G466
nace_r2,G4669,Wholesale of other machinery and equipment,4,G466
nace_r2,G467,Other specialised wholesale,3,G46
nace_r2,G4671,"Wholesale of solid, liquid and gaseous fuels and related products",4,G467
nace_r2,G4672,Wholesale of metals and metal ores,4,G467
nace_r2,G4673,"Wholesale of wood, construction materials and sanitary equipment",4,G467
nace_r2,G4674,"Wholesale of hardware, plumbing and heating equipment and supplies",4,G467
nace_r2,G4675,Wholesale of chemical products,4,G467
nace_r2,G4676,Wholesale of other intermediate products,4,G467
nace_r2,G4677,Wholesale of waste and scrap,4,G467
nace_r2,G469,Non-specialised wholesale trade,3,G46
nace_r2,G4690,Non-specialised wholesale trade,4,G469
nace_r2,G46_G47_FOOD,Retail and other distribution of food,0,NULL
nace_r2,G46_ICT,ICT wholesale,0,NULL
nace_r2,G47,"Retail trade, except of motor vehicles and motorcycles",2,G
nace_r2,G471,Retail sale in non-specialised stores,3,G47
nace_r2,G4711,"Retail sale in non-specialised stores with food, beverages or tobacco predominating",4,G471
nace_r2,G4719,Other retail sale in non-specialised stores,4,G471
nace_r2,G472,"Retail sale of food, beverages and tobacco in specialised stores",3,G47
nace_r2,G4721,Retail sale of fruit and vegetables in specialised stores,4,G472
nace_r2,G4722,Retail sale of meat and meat products in specialised stores,4,G472
nace_r2,G4723,"Retail sale of fish, crustaceans and molluscs in specialised stores",4,G472
nace_r2,G4724,"Retail sale of bread, cakes, flour confectionery and sugar confectionery in specialised stores",4,G472
nace_r2,G4725,Retail sale of beverages in specialised stores,4,G472
nace_r2,G4726,Retail sale of tobacco products in specialised stores,4,G472
nace_r2,G4729,Other retail sale of food in specialised stores,4,G472
nace_r2,G473,Retail sale of automotive fuel in specialised stores,3,G47
nace_r2,G4730,Retail sale of automotive fuel in specialised stores,4,G473
nace_r2,G474,Retail sale of information and communication equipment in specialised stores,3,G47
nace_r2,G4741,"Retail sale of computers, peripheral units and software in specialised stores",4,G474
nace_r2,G4742,Retail sale of telecommunications equipment in specialised stores,4,G474
nace_r2,G4743,Retail sale of audio and video equipment in specialised stores,4,G474
nace_r2,G475,Retail sale of other household equipment in specialised stores,3,G47
nace_r2,G4751,Retail sale of textiles in specialised stores,4,G475
nace_r2,G4752,"Retail sale of hardware, paints and glass in specialised stores",4,G475
nace_r2,G4753,"Retail sale of carpets, rugs, wall and floor coverings in specialised stores",4,G475
nace_r2,G4754,Retail sale of electrical household appliances in specialised stores,4,G475
nace_r2,G4759,"Retail sale of furniture, lighting equipment and other household articles in specialised stores",4,G475
nace_r2,G476,Retail sale of cultural and recreation goods in specialised stores,3,G47
nace_r2,G4761,Retail sale of books in specialised stores,4,G476
nace_r2,G4762,Retail sale of newspapers and stationery in specialised stores,4,G476
nace_r2,G4763,Retail sale of music and video recordings in specialised stores,4,G476
nace_r2,G4764,Retail sale of sporting equipment in specialised stores,4,G476
nace_r2,G4765,Retail sale of games and toys in specialised stores,4,G476
nace_r2,G477,Retail sale of other goods in specialised stores,3,G47
nace_r2,G4771,Retail sale of clothing in specialised stores,4,G477
nace_r2,G4772,Retail sale of footwear and leather goods in specialised stores,4,G477
nace_r2,G4773,Dispensing chemist in specialised stores,4,G477
nace_r2,G4774,Retail sale of medical and orthopaedic goods in specialised stores,4,G477
nace_r2,G4775,Retail sale of cosmetic and toilet articles in specialised stores,4,G477
nace_r2,G4776,"Retail sale of flowers, plants, seeds, fertilisers, pet animals and pet food in specialised stores",4,G477
nace_r2,G4777,Retail sale of watches and jewellery in specialised stores,4,G477
nace_r2,G4778,Other retail sale of new goods in specialised stores,4,G477
nace_r2,G4779,Retail sale of second-hand goods in stores,4,G477
nace_r2,G478,Retail sale via stalls and markets,3,G47
nace_r2,G4781,"Retail sale via stalls and markets of food, beverages and tobacco products",4,G478
nace_r2,G4782,"Retail sale via stalls and markets of textiles, clothing and footwear",4,G478
nace_r2,G4789,Retail sale via stalls and markets of other goods,4,G478
nace_r2,G479,"Retail trade not in stores, stalls or markets",3,G47
nace_r2,G4791,Retail sale via mail order houses or via Internet,4,G479
nace_r2,G4799,"Other retail sale not in stores, stalls or markets",4,G479
nace_r2,G47_FOOD,"Retail sale of food, beverages and tobacco",0,NULL
nace_r2,G47_NFOOD,Retail sale of non-food products (including fuel),0,NULL
nace_r2,G47_NFOOD_X_G473,Retail sale of non-food products (except fuel),0,NULL
nace_r2,G47_NF_CLTH,"Retail sale of textiles, clothing, footware and leather goods in specialised stores",0,NULL
nace_r2,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",0,NULL
nace_r2,G47_NF_OTH,"Retail sale of information and communication equipment; other household equipment (except textiles); cultural and recreation goods, etc. in specialised stores",0,NULL
nace_r2,G47_NF_OTH1,"Retail sale of computers, peripheral units and software; telecommunications equipment, etc. in specialised stores",0,NULL
nace_r2,G47_NF_OTH2,"Retail sale of audio and video equipment; hardware, paints and glass; electrical household appliances, etc. in specialised stores",0,NULL
nace_r2,G47_X_G471,"Retail trade except of motor vehicles and motorcycles, except retail sale in non-specialised stores",0,NULL
nace_r2,G47_X_G473,"Retail trade, except of motor vehicles, motorcyles and fuel",0,NULL
nace_r2,G_A017_B0721,"Wholesale and retail trade (including hunting, mining of uranium)",0,NULL
nace_r2,G_I_T,Wholesale and retail trade; accommodation and food service activities; activities of households as employers,0,NULL
nace_r2,H,Transportation and storage,1,NULL
nace_r2,H-N,Services of the business economy (except trade),0,NULL
nace_r2,H-N_STS,Services required by STS regulation (except section G),0,NULL
nace_r2,H-N_X_K,Services of the business economy (except trade and financial and insurance activities),0,NULL
nace_r2,H49,Land transport and transport via pipelines,2,H
nace_r2,H49-H51,Land transport and transport via pipelines; water transport; air transport,0,NULL
nace_r2,H49-H51_NTRA_X_H495,"Land transport (except transport via pipelines), water transport and air transport - non transport activities",0,NULL
nace_r2,H49-H52_N79,"Land transport, transport via pipelines, water transport, air transport, warehousing and support activities for transportation; travel agency, tour operator and other reservation service and related activities",0,NULL
nace_r2,H491,"Passenger rail transport, interurban",3,H49
nace_r2,H4910,"Passenger rail transport, interurban",4,H491
nace_r2,H491_H492,Railways,0,NULL
nace_r2,H492,Freight rail transport,3,H49
nace_r2,H4920,Freight rail transport,4,H492
nace_r2,H493,Other passenger land transport,3,H49
nace_r2,H4931,Urban and suburban passenger land transport,4,H493
nace_r2,H4932,Taxi operation,4,H493
nace_r2,H4939,Other passenger land transport n.e.c.,4,H493
nace_r2,H493_H494,Other passenger land transport; freight transport by road and removal services,0,NULL
nace_r2,H494,Freight transport by road and removal services,3,H49
nace_r2,H494-N812_STS,Services required by STS regulation (for the service producer prices indicator),0,NULL
nace_r2,H4941,Freight transport by road,4,H494
nace_r2,H4942,Removal services,4,H494
nace_r2,H495,Transport via pipeline,3,H49
nace_r2,H4950,Transport via pipeline,4,H495
nace_r2,H50,Water transport,2,H
nace_r2,H501,Sea and coastal passenger water transport,3,H50
nace_r2,H5010,Sea and coastal passenger water transport,4,H501
nace_r2,H501_H502,Sea and coastal water transport,0,NULL
nace_r2,H502,Sea and coastal freight water transport,3,H50
nace_r2,H5020,Sea and coastal freight water transport,4,H502
nace_r2,H503,Inland passenger water transport,3,H50
nace_r2,H5030,Inland passenger water transport,4,H503
nace_r2,H503_H504,Inland passenger and freight water transport,0,NULL
nace_r2,H504,Inland freight water transport,3,H50
nace_r2,H5040,Inland freight water transport,4,H504
nace_r2,H51,Air transport,2,H
nace_r2,H511,Passenger air transport,3,H51
nace_r2,H5110,Passenger air transport,4,H511
nace_r2,H512,Freight air transport and space transport,3,H51
nace_r2,H5121,Freight air transport,4,H512
nace_r2,H5122,Space transport,4,H512
nace_r2,H51_I55_N79,"Air transport; accommodation; travel agency, tour operator and other reservation service and related activities",0,NULL
nace_r2,H52,Warehousing and support activities for transportation,2,H
nace_r2,H521,Warehousing and storage,3,H52
nace_r2,H5210,Warehousing and storage,4,H521
nace_r2,H522,Support activities for transportation,3,H52
nace_r2,H5221,Service activities incidental to land transportation,4,H522
nace_r2,H5222,Service activities incidental to water transportation,4,H522
nace_r2,H5223,Service activities incidental to air transportation,4,H522
nace_r2,H5224,Cargo handling,4,H522
nace_r2,H5229,Other transportation support activities,4,H522
nace_r2,H52_H53,Warehousing and support activities for transportation; postal and courier activities,0,NULL
nace_r2,H52_STL,Street lighting,0,NULL
nace_r2,H53,Postal and courier activities,2,H
nace_r2,H531,Postal activities under universal service obligation,3,H53
nace_r2,H5310,Postal activities under universal service obligation,4,H531
nace_r2,H532,Other postal and courier activities,3,H53
nace_r2,H5320,Other postal and courier activities,4,H532
nace_r2,HH,Total activities by households,0,NULL
nace_r2,HH_HEAT,Heating/cooling activities by households,0,NULL
nace_r2,HH_HEAT_OTH,Heating/cooling and other activities by households,0,NULL
nace_r2,HH_OTH,Other activities by households,0,NULL
nace_r2,HH_TRA,Transport activities by households,0,NULL
nace_r2,HH_WST,Waste from households,0,NULL
nace_r2,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),0,NULL
nace_r2,H_J,Transportation and storage; information and communication,0,NULL
nace_r2,H_OTH,Other transport,0,NULL
nace_r2,H_X_H491_H492,Transport (except railways),0,NULL
nace_r2,H_X_H53,Transportation and storage except postal and courier activities,0,NULL
nace_r2,I,Accommodation and food service activities,1,NULL
nace_r2,I-U,"Services (except wholesale and retail trade, transportation and storage)",0,NULL
nace_r2,I55,Accommodation,2,I
nace_r2,I551,Hotels and similar accommodation,3,I55
nace_r2,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",0,NULL
nace_r2,I5510,Hotels and similar accommodation,4,I551
nace_r2,I552,Holiday and other short-stay accommodation,3,I55
nace_r2,I5520,Holiday and other short-stay accommodation,4,I552
nace_r2,I552_I553,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",0,NULL
nace_r2,I553,"Camping grounds, recreational vehicle parks and trailer parks",3,I55
nace_r2,I5530,"Camping grounds, recreational vehicle parks and trailer parks",4,I553
nace_r2,I559,Other accommodation,3,I55
nace_r2,I5590,Other accommodation,4,I559
nace_r2,I55_I56_N-S_FOOD,Restaurants and food services,0,NULL
nace_r2,I56,Food and beverage service activities,2,I
nace_r2,I561,Restaurants and mobile food service activities,3,I56
nace_r2,I5610,Restaurants and mobile food service activities,4,I561
nace_r2,I561_I563,Restaurants and mobile food and beverage service activities,0,NULL
nace_r2,I562,Event catering and other food service activities,3,I56
nace_r2,I5621,Event catering activities,4,I562
nace_r2,I5629,Other food service activities,4,I562
nace_r2,I563,Beverage serving activities,3,I56
nace_r2,I5630,Beverage serving activities,4,I563
nace_r2,ICT,Information and Communication Technology - total,0,NULL
nace_r2,INF,Information sector,0,NULL
nace_r2,I_L_O-U,"Accommodation and food service activities; real estate activities; public administration, defence; compulsory social security; education; human health and social work activities; other services",0,NULL
nace_r2,I_X_I559_I562,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks; restaurants and mobile food and beverage service activities",0,NULL
nace_r2,J,Information and communication,1,NULL
nace_r2,J-N,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",0,NULL
nace_r2,J58,Publishing activities,2,J
nace_r2,J58-J60,"Publishing, motion picture, video, television programme production; sound recording, programming and broadcasting activities",0,NULL
nace_r2,J581,"Publishing of books, periodicals and other publishing activities",3,J58
nace_r2,J5811,Book publishing,4,J581
nace_r2,J5812,Publishing of directories and mailing lists,4,J581
nace_r2,J5813,Publishing of newspapers,4,J581
nace_r2,J5814,Publishing of journals and periodicals,4,J581
nace_r2,J5819,Other publishing activities,4,J581
nace_r2,J582,Software publishing,3,J58
nace_r2,J5821,Publishing of computer games,4,J582
nace_r2,J5829,Other software publishing,4,J582
nace_r2,J58_J62_J63,"Publishing, computer programming and consultancy, information service activities",0,NULL
nace_r2,J59,"Motion picture, video and television programme production, sound recording and music publishing activities",2,J
nace_r2,J591,"Motion picture, video and television programme activities",3,J59
nace_r2,J5911,"Motion picture, video and television programme production activities",4,J591
nace_r2,J5912,"Motion picture, video and television programme post-production activities",4,J591
nace_r2,J5913,"Motion picture, video and television programme distribution activities",4,J591
nace_r2,J5914,Motion picture projection activities,4,J591
nace_r2,J592,Sound recording and music publishing activities,3,J59
nace_r2,J5920,Sound recording and music publishing activities,4,J592
nace_r2,J59_J60,"Motion picture, video, television programme production; programming and broadcasting activities",0,NULL
nace_r2,J60,Programming and broadcasting activities,2,J
nace_r2,J601,Radio broadcasting,3,J60
nace_r2,J6010,Radio broadcasting,4,J601
nace_r2,J602,Television programming and broadcasting activities,3,J60
nace_r2,J6020,Television programming and broadcasting activities,4,J602
nace_r2,J61,Telecommunications,2,J
nace_r2,J61-J63,"Telecommunications; computer programming, consultancy and related activities; information service activities",0,NULL
nace_r2,J611,Wired telecommunications activities,3,J61
nace_r2,J6110,Wired telecommunications activities,4,J611
nace_r2,J612,Wireless telecommunications activities,3,J61
nace_r2,J6120,Wireless telecommunications activities,4,J612
nace_r2,J613,Satellite telecommunications activities,3,J61
nace_r2,J6130,Satellite telecommunications activities,4,J613
nace_r2,J619,Other telecommunications activities,3,J61
nace_r2,J6190,Other telecommunications activities,4,J619
nace_r2,J62,"Computer programming, consultancy and related activities",2,J
nace_r2,J620,"Computer programming, consultancy and related activities",3,J62
nace_r2,J6201,Computer programming activities,4,J620
nace_r2,J6202,Computer consultancy activities,4,J620
nace_r2,J6203,Computer facilities management activities,4,J620
nace_r2,J6209,Other information technology and computer service activities,4,J620
nace_r2,J62_J63,"Computer programming, consultancy, and information service activities",0,NULL
nace_r2,J63,Information service activities,2,J
nace_r2,J631,"Data processing, hosting and related activities; web portals",3,J63
nace_r2,J6311,"Data processing, hosting and related activities",4,J631
nace_r2,J6312,Web portals,4,J631
nace_r2,J639,Other information service activities,3,J63
nace_r2,J6391,News agency activities,4,J639
nace_r2,J6399,Other information service activities n.e.c.,4,J639
nace_r2,J_K,Information and communication; financial and insurance activities,0,NULL
nace_r2,K,Financial and insurance activities,1,NULL
nace_r2,K-N,"Financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",0,NULL
nace_r2,K-U,"Financial and insurance activities, real estate activities, professional, scientific and technical activities, administrative and support service activities, public administration and defence; compulsory social security, education, human health and social work activities, arts, entertainment and recreation, other service activities, activities of households as employers; undifferentiated goods- and services-producing activities of households for own use, activities of extraterritorial organisations and bodies",0,NULL
nace_r2,K64,"Financial service activities, except insurance and pension funding",2,K
nace_r2,K64-K66,Knowledge intensive financial services,0,NULL
nace_r2,K641,Monetary intermediation,3,K64
nace_r2,K6411,Central banking,4,K641
nace_r2,K6419,Other monetary intermediation,4,K641
nace_r2,K642,Activities of holding companies,3,K64
nace_r2,K6420,Activities of holding companies,4,K642
nace_r2,K643,"Trusts, funds and similar financial entities",3,K64
nace_r2,K6430,"Trusts, funds and similar financial entities",4,K643
nace_r2,K649,"Other financial service activities, except insurance and pension funding",3,K64
nace_r2,K6491,Financial leasing,4,K649
nace_r2,K6492,Other credit granting,4,K649
nace_r2,K6499,"Other financial service activities, except insurance and pension funding n.e.c.",4,K649
nace_r2,K64CRED,Total credit institutions,0,NULL
nace_r2,K64_K65,"Financial service activities, insurance, reinsurance and pension funding, except compulsory social security",0,NULL
nace_r2,K64_X_K642,"Financial service activities, except insurance, pension funding, activities of holding companies",0,NULL
nace_r2,K65,"Insurance, reinsurance and pension funding, except compulsory social security",2,K
nace_r2,K651,Insurance,3,K65
nace_r2,K6511,Life insurance,4,K651
nace_r2,K6512,Non-life insurance,4,K651
nace_r2,K652,Reinsurance,3,K65
nace_r2,K6520,Reinsurance,4,K652
nace_r2,K653,Pension funding,3,K65
nace_r2,K6530,Pension funding,4,K653
nace_r2,K66,Activities auxiliary to financial services and insurance activities,2,K
nace_r2,K661,"Activities auxiliary to financial services, except insurance and pension funding",3,K66
nace_r2,K6611,Administration of financial markets,4,K661
nace_r2,K6612,Security and commodity contracts brokerage,4,K661
